;345;2700;
9e;34c;d0;
8a;337;30f;1cec;
89;335;313;2294;
87;334;311;2838;
85;337;311;2ddc;
83;335;311;3380;
82;336;313;3928;
7f;337;313;3ecc;
7e;338;313;4470;
7c;338;316;4a14;
7a;337;318;4fbc;
78;338;317;5560;
76;337;316;5b04;
75;339;318;60a8;
72;335;31a;664c;
71;338;31b;6bf4;
6f;337;319;7198;
6d;336;31b;773c;
6b;335;31d;7ce0;
6a;337;322;8288;
68;338;320;882c;
66;335;31f;8dd0;
64;337;321;9378;
61;339;325;991c;
60;333;323;9ec0;
5f;336;325;a464;
5d;335;327;aa0c;
5b;334;326;afb0;
59;338;328;b554;
57;336;328;baf8;
56;337;32e;c0a0;
54;335;32a;c644;
52;336;32d;cbe8;
51;337;32e;d18c;
4f;334;32e;d730;
4d;336;32e;dcd8;
4c;337;332;e27c;
4a;336;334;e820;
49;335;333;edc4;
47;336;334;f36c;
45;335;332;f910;
44;336;337;feb4;
43;334;334;458;
41;338;337;9ac;
3f;338;337;efc;
3e;337;33b;1448;
3d;336;33a;19f0;
3c;336;33c;1f94;
3a;336;33e;2538;
39;336;33f;2ae0;
37;334;33f;3084;
37;335;33f;3628;
35;337;341;3bcc;
34;334;342;4174;
33;335;342;4718;
31;337;341;4cbc;
30;336;343;5260;
2f;33a;344;580c;
2e;337;344;5dac;
2c;336;345;6350;
2c;333;346;68f4;
2a;337;34c;6e9c;
29;335;347;7440;
29;336;34c;79e4;
27;335;34a;7f88;
26;335;34a;8530;
27;337;349;8ad4;
24;335;34a;9078;
24;335;349;961c;
22;333;34b;9bc4;
22;336;34b;a168;
22;334;34c;a70c;
20;333;350;acb0;
1f;336;34d;b258;
1f;335;34f;b7fc;
1f;334;34f;bda0;
1e;338;34e;c344;
1d;335;34f;c8ec;
1d;333;350;ce90;
1b;336;351;d434;
1b;336;351;d9d8;
1c;333;351;df80;
1b;33a;353;e524;
19;336;353;eac8;
1b;334;354;f06c;
1a;336;354;f614;
19;334;352;fbb8;
1a;334;354;15c;
1a;334;357;6ac;
19;338;357;bfc;
19;335;358;114c;
19;339;358;16f0;
18;336;356;1c98;
18;336;358;223c;
19;336;359;27e0;
17;336;359;2d84;
18;339;359;332c;
18;337;35a;38d0;
19;338;35d;3e74;
19;336;35b;4420;
19;336;359;49c0;
19;334;359;4f64;
1a;337;35b;5508;
19;336;35b;5aac;
1b;336;35e;6054;
1b;336;35c;65f8;
1b;336;35b;6b9c;
1b;339;35e;7140;
1c;337;35b;76e8;
1c;336;35b;7c8c;
1c;338;35f;8230;
1e;334;35c;87d4;
1e;336;35b;8d7c;
1f;338;360;9320;
20;336;35c;98c4;
20;337;35c;9e68;
21;337;35e;a414;
22;335;35c;a9b4;
22;336;35c;af58;
23;338;35c;b4fc;
23;335;35b;baa4;
25;337;35c;c048;
25;338;362;c5ec;
26;336;35b;cb90;
27;339;35b;d138;
29;336;35b;d6dc;
2a;336;35e;dc80;
2a;338;35a;e224;
2b;336;35a;e7cc;
2c;335;35d;ed70;
2d;338;359;f314;
2f;336;35a;f8b8;
30;335;35b;fe60;
30;336;35d;408;
32;338;35e;954;
33;335;35d;ea4;
35;336;35c;13f4;
36;338;35d;1998;
38;336;35d;1f3c;
39;33a;360;24e0;
3a;336;35a;2a88;
3c;336;35c;302c;
3d;336;35c;35d0;
3e;336;35c;3b78;
40;336;35b;411c;
41;337;359;46c0;
42;335;35c;4c64;
45;337;35b;520c;
45;336;359;57b0;
47;336;35c;5d54;
49;335;35c;62f8;
4a;336;35d;68a0;
4b;338;35b;6e44;
4d;336;35c;73e8;
4f;337;35d;798c;
51;338;35c;7f34;
53;335;35c;84d8;
54;336;35b;8a7c;
56;338;35d;9020;
58;336;35e;95c8;
59;336;35e;9b6c;
5b;338;35b;a110;
5d;336;35d;a6b4;
5f;336;35b;ac5c;
60;338;35c;b200;
62;336;35e;b7a4;
64;337;35b;bd48;
65;338;35d;c2f0;
68;338;35c;c894;
6a;337;359;ce38;
6b;338;35a;d3dc;
6d;336;359;d984;
6f;339;359;df28;
71;338;357;e4cc;
72;337;357;ea70;
75;336;358;f01c;
77;338;357;f5bc;
78;335;355;fb60;
79;337;354;104;
7c;337;356;654;
7e;338;356;ba4;
7f;335;352;10f4;
81;338;352;169c;
83;334;352;1c40;
85;336;351;21e4;
87;335;34f;2788;
89;339;352;2d30;
8a;337;34e;32d4;
8c;336;34e;3878;
8d;336;34e;3e1c;
8f;338;34f;43c0;
91;33a;34e;4968;
94;336;34c;4f0c;
96;339;34b;54b0;
96;336;34b;5a54;
99;337;348;5ffc;
9b;336;348;65a0;
9d;33a;345;6b44;
9f;337;344;70ec;
a0;336;345;7690;
a2;338;344;7c34;
a3;335;345;81d8;
a5;338;341;8780;
a7;337;341;8d24;
a8;337;341;92c8;
a9;335;33d;986c;
ab;33b;33e;9e14;
ae;337;33d;a3b8;
b0;337;33a;a95c;
b0;338;33a;af00;
b3;339;33a;b4a8;
b4;338;337;ba4c;
b6;336;337;bff0;
b8;337;339;c594;
b8;336;338;cb38;
ba;338;338;d0e0;
bb;338;334;d684;
bd;338;335;dc28;
bf;336;332;e1cc;
c1;339;334;e774;
c2;337;331;ed18;
c3;338;331;f2bc;
c5;338;32f;f860;
c5;337;331;fe08;
c7;337;32f;3ac;
c9;338;32b;8fc;
ca;337;32a;e4c;
cb;338;329;139c;
cc;334;32b;1940;
cd;336;328;1ee8;
cf;338;329;248c;
d0;335;329;2a30;
d1;339;328;2fd4;
d2;338;327;357c;
d2;337;324;3b20;
d3;339;326;40c4;
d5;337;325;4668;
d5;337;326;4c14;
d7;338;324;51b4;
d8;339;324;5758;
d9;335;320;5cfc;
da;337;322;62a0;
db;336;323;6848;
dc;338;322;6dec;
dc;338;321;7390;
de;338;31d;7938;
dd;336;31c;7edc;
df;339;31c;8480;
df;338;319;8a24;
e0;336;31d;8fcc;
e1;33b;319;9570;
e1;337;319;9b14;
e1;336;31a;a0b8;
e1;336;317;a660;
e2;338;315;ac08;
e3;336;316;b1a8;
e3;336;314;b74c;
e2;338;313;bcf0;
e4;336;315;c298;
e3;335;314;c83c;
e4;334;314;cde0;
e5;337;313;d384;
e5;33a;312;d92c;
e5;336;310;ded0;
e5;337;312;e474;
e5;338;312;ea18;
e5;339;313;efc0;
e6;337;312;f564;
e6;339;311;fb08;
e5;338;310;b0;
e5;338;312;5a8;
e5;338;311;af8;
e4;338;310;1048;
e5;336;310;15f0;
e5;339;30e;1b94;
e4;336;310;2138;
e4;337;311;26dc;
e2;335;30e;2c84;
e3;337;30e;3228;
e4;337;30e;37cc;
e3;338;30f;3d70;
e2;337;310;4318;
e1;336;30e;48bc;
e1;337;30f;4e60;
e1;338;30e;540c;
e0;336;30f;59ac;
e0;336;30e;5f50;
e0;336;310;64f4;
de;337;30f;6a98;
de;338;310;7040;
de;338;30f;75e4;
db;337;30f;7b88;
dc;337;30f;812c;
da;33a;30c;86d4;
d9;336;30f;8c78;
d9;338;311;921c;
d7;338;30f;97c0;
d7;337;30d;9d64;
d6;336;310;a30c;
d5;335;30f;a8b0;
d4;337;30f;ae54;
d3;337;30f;b3fc;
d1;339;310;b9a0;
d2;337;30b;bf44;
d0;338;30d;c4e8;
ce;335;30c;ca8c;
cc;337;30c;d034;
cd;338;310;d5d8;
cc;337;30d;db7c;
c9;336;30f;e124;
c8;335;30d;e6c8;
c7;336;30f;ec6c;
c5;336;30f;f210;
c5;335;311;f7b8;
c3;336;311;fd5c;
c2;337;310;300;
c1;333;30f;850;
bf;338;311;da0;
be;335;311;12f0;
bd;338;311;1894;
bb;337;30f;1e3c;
ba;338;311;23e0;
b8;336;30f;2984;
b6;335;30d;2f28;
b5;33a;30f;34d0;
b3;335;30d;3a74;
b1;337;30e;4020;
b0;337;30e;45bc;
ae;335;30e;4b64;
ad;335;30f;5108;
ab;337;30e;56ac;
aa;335;30f;5c50;
a7;335;310;61f8;
a6;337;30f;679c;
a4;337;30d;6d40;
a2;336;30e;72e4;
a0;336;30f;788c;
9e;336;30f;7e30;
9d;335;30f;83d4;
9b;336;30e;8978;
99;335;30f;8f20;
98;337;311;94c4;
97;339;30d;9a68;
94;336;30e;a014;
93;336;30f;a5b4;
91;339;30f;ab58;
8f;338;311;b0fc;
8d;337;30f;b6a0;
8b;338;310;bc44;
89;335;30f;c1ec;
87;336;310;c790;
85;338;310;cd34;
83;335;314;d2dc;
82;333;312;d880;
7f;337;316;de24;
7e;336;316;e3c8;
7d;336;315;e96c;
7a;337;315;ef14;
79;338;31a;f4b8;
77;336;316;fa5c;
75;338;31a;8;
74;339;31a;4a8;
72;338;318;9f8;
70;335;31c;f48;
6d;338;31c;1498;
6c;337;31d;1a3c;
6a;335;31e;1fe0;
69;338;31e;2588;
67;337;320;2b2c;
65;337;31f;30d0;
63;336;325;3674;
62;335;325;3c20;
60;33a;324;41c0;
5e;338;327;4764;
5d;337;323;4d0c;
5a;336;328;52b0;
58;338;32a;5854;
57;336;32a;5df8;
55;337;32d;63a0;
54;338;32b;6944;
52;336;32e;6ee8;
50;336;32d;748c;
4f;336;332;7a34;
4d;338;330;7fd8;
4b;334;330;857c;
4a;337;332;8b20;
49;335;334;90c8;
47;336;334;966c;
45;335;336;9c18;
44;339;336;a1b4;
41;336;33a;a758;
41;337;339;ad00;
3f;335;33a;b2a4;
3e;336;33a;b848;
3c;336;33a;bdf0;
3a;336;33c;c394;
3a;335;33d;c938;
38;338;33f;cedc;
37;336;33d;d484;
35;336;343;da28;
34;337;342;dfcc;
33;337;342;e570;
32;338;342;eb14;
31;335;344;f0bc;
2f;335;346;f660;
2d;338;345;fc0c;
2d;338;346;1ac;
2c;336;346;6fc;
2b;336;345;c4c;
2a;334;348;119c;
2a;335;348;1740;
28;337;348;1ce4;
27;336;34b;2288;
26;336;34b;2830;
25;33a;348;2dd4;
24;338;34b;3378;
24;338;34b;391c;
23;336;34d;3ec4;
22;337;34d;4468;
21;337;34d;4a0c;
21;337;34b;4fb0;
20;335;350;5554;
1f;335;34f;5afc;
1d;33b;34d;60a0;
1e;335;34f;6644;
1d;334;350;6bec;
1d;337;34f;7190;
1c;338;352;7734;
1c;338;354;7cd8;
1b;337;353;8280;
1a;334;355;8824;
1b;337;356;8dc8;
19;33a;354;936c;
19;338;354;9914;
1a;336;355;9eb8;
19;33a;356;a45c;
19;336;356;aa00;
1a;337;357;afa4;
18;337;357;b54c;
19;338;357;baf0;
19;337;35b;c094;
18;338;35a;c63c;
19;334;35b;cbe0;
19;336;35b;d184;
18;339;35b;d728;
1a;335;35b;dcd0;
1a;339;359;e274;
19;336;35d;e820;
1a;336;35b;edbc;
1a;335;35b;f360;
1a;337;35a;f908;
1b;338;35f;feac;
1b;333;35a;450;
1b;337;35b;9a0;
1b;337;35c;ef0;
1c;333;360;1440;
1d;336;35e;19e4;
1d;335;35d;1f8c;
1e;333;360;2530;
1e;337;35a;2ad4;
1e;338;35b;307c;
1f;337;35c;3620;
1f;335;35d;3bc4;
21;338;35c;4168;
22;338;35b;4710;
21;337;35d;4cb4;
22;337;35d;5258;
24;337;35a;57fc;
24;336;35b;5da0;
25;336;35d;6348;
26;338;35d;68ec;
27;339;35d;6e90;
27;339;35b;7438;
29;336;35f;79dc;
29;337;35a;7f80;
2b;337;35c;8524;
2b;336;35a;8acc;
2e;335;35c;9070;
2f;335;35e;9614;
2f;337;35d;9bb8;
31;337;35d;a15c;
32;337;35b;a704;
33;336;35e;aca8;
34;335;35d;b24c;
35;338;35c;b7f4;
37;337;35d;bd98;
39;337;35d;c33c;
39;338;35d;c8e0;
3b;337;35c;ce88;
3c;335;35d;d42c;
3e;337;35c;d9d0;
40;336;35c;df74;
40;338;35f;e51c;
42;338;35e;eac0;
44;335;35c;f064;
46;33a;35d;f608;
46;337;35c;fbb0;
49;336;35b;154;
4a;338;35f;6a4;
4b;337;35f;bf4;
4d;335;35f;1144;
4e;336;35c;16e8;
4f;336;35f;1c8c;
51;336;35c;2234;
53;335;35a;27d8;
55;335;35d;2d7c;
57;335;35d;3320;
58;336;359;38c8;
5a;338;35d;3e6c;
5c;336;35a;4418;
5e;338;35c;49b4;
60;339;35e;4f5c;
61;337;35e;5500;
62;336;35a;5aa4;
64;338;35b;6048;
67;337;35c;65ec;
68;336;35a;6b94;
6a;336;35a;7138;
6c;335;359;76dc;
6d;336;359;7c84;
6f;336;358;8228;
72;336;358;87cc;
73;339;359;8d70;
74;338;35a;9314;
77;337;356;98bc;
79;336;354;9e60;
7a;335;356;a40c;
7d;335;353;a9ac;
7f;337;353;af50;
80;338;352;b4f4;
82;338;352;ba98;
84;338;351;c040;
85;334;350;c5e4;
87;335;34e;cb88;
89;335;34d;d12c;
8b;335;34e;d6d0;
8c;334;34e;dc78;
8f;337;34c;e21c;
90;338;34b;e7c0;
93;335;34b;ed68;
93;337;347;f30c;
96;337;349;f8b0;
99;335;349;fe54;
99;338;349;3fc;
9c;335;346;94c;
9d;336;346;e98;
9f;33b;345;13ec;
a0;337;347;1990;
a2;336;344;1f34;
a4;337;343;24d8;
a6;339;341;2a80;
a8;338;341;3024;
a9;336;33d;35c8;
ab;337;33d;3b6c;
ac;338;33c;4114;
ae;337;33c;46b8;
b0;338;33c;4c5c;
b1;335;33d;5200;
b4;338;33b;57a8;
b5;33b;338;5d4c;
b6;336;337;62f0;
b7;339;339;6894;
ba;335;336;6e3c;
bb;338;335;73e0;
bc;335;334;7984;
bd;338;333;7f28;
c0;338;331;84d0;
c0;336;32f;8a74;
c1;333;32f;9020;
c4;333;330;95bc;
c5;33a;330;9b64;
c6;33a;330;a108;
c7;337;32d;a6ac;
c9;337;32b;ac50;
ca;338;32c;b1f8;
cb;337;32b;b79c;
cd;338;32a;bd40;
ce;337;328;c2e4;
cf;338;328;c88c;
d1;339;325;ce30;
d2;338;327;d3d4;
d3;338;328;d978;
d4;337;327;df20;
d4;33a;327;e4c4;
d5;335;327;ea68;
d6;339;325;f014;
d7;338;324;f5b4;
d8;336;322;fb58;
d9;337;323;fc;
da;336;322;5f8;
db;337;31f;b48;
db;337;320;1098;
dc;336;31d;163c;
dc;338;31e;1be0;
dc;337;31e;2188;
de;336;31b;272c;
de;337;31b;2cd0;
e0;338;319;3274;
df;336;318;3820;
e1;335;318;3dc0;
e1;338;319;4364;
e1;336;316;4908;
e1;339;318;4eb0;
e2;338;314;5454;
e3;337;317;59f8;
e4;337;314;5f9c;
e4;339;314;6540;
e4;338;314;6ae8;
e4;338;311;708c;
e5;338;313;7630;
e6;337;311;7bd4;
e5;338;310;817c;
e5;339;312;8720;
e4;336;30f;8cc4;
e5;337;311;926c;
e5;336;310;9814;
e5;336;311;9db4;
e5;339;311;a358;
e4;336;30f;a900;
e4;338;30e;aea4;
e5;338;312;b448;
e5;338;311;b9ec;
e4;336;30f;bf90;
e4;338;30f;c538;
e3;338;310;cadc;
e3;337;311;d080;
e4;338;311;d628;
e4;337;310;dbcc;
e1;335;310;e170;
e2;336;30f;e714;
e1;336;30f;ecbc;
e0;337;310;f260;
e1;336;312;f80c;
df;336;311;fda8;
df;336;313;34c;
de;336;310;8a0;
de;337;30f;df0;
dd;337;30f;133c;
dd;335;30e;18e4;
db;336;310;1e88;
db;337;313;242c;
da;336;30f;29d4;
d8;336;30f;2f78;
d9;33a;30f;351c;
d8;336;311;3ac0;
d6;336;310;4068;
d6;338;30f;460c;
d4;338;311;4bb0;
d4;337;310;5154;
d2;336;312;56fc;
d1;337;310;5ca0;
d0;339;311;6244;
cf;337;310;67e8;
cf;335;30b;6d90;
cd;336;311;7334;
cc;337;30f;78d8;
cb;336;30d;7e7c;
ca;338;310;8424;
c8;337;311;89c8;
c7;335;30d;8f6c;
c6;338;30f;9510;
c4;336;30e;9ab4;
c2;337;30f;a05c;
c1;336;30f;a600;
c0;337;310;aba4;
be;338;310;b148;
bd;33a;30e;b6f0;
bc;333;313;bc94;
bb;337;313;c238;
b8;338;311;c7e0;
b7;337;313;cd84;
b5;337;311;d328;
b3;334;30e;d8cc;
b2;336;30d;de74;
b0;338;311;e41c;
b0;338;30f;e9bc;
ad;336;30f;ef60;
ac;337;313;f508;
aa;338;30e;faac;
a8;339;310;50;
a6;336;30f;54c;
a6;336;30f;a9c;
a3;336;30e;fec;
a2;336;30e;153c;
a0;336;311;1ae0;
9e;338;310;2084;
9d;337;30f;262c;
9b;337;30d;2bd0;
99;335;310;3174;
97;337;312;3718;
96;335;311;3cc0;
94;339;312;4264;
92;335;311;4810;
90;337;30f;4dac;
8d;335;311;5354;
8c;336;311;58f8;
8a;335;310;5e9c;
88;33a;312;6440;
86;337;310;69e4;
85;33a;30f;6f8c;
82;336;313;7530;
81;337;314;7ad4;
7f;338;316;807c;
7d;338;314;8620;
7c;338;316;8bc4;
7a;339;316;9168;
77;338;31a;9710;
76;338;318;9cb4;
74;337;315;a258;
73;337;319;a7fc;
70;336;319;ada0;
6f;337;31b;b348;
6d;336;31d;b8ec;
6b;335;31b;be90;
69;336;31d;c434;
67;335;320;c9dc;
66;335;322;cf80;
64;336;31f;d524;
62;335;323;dac8;
61;335;326;e070;
5e;336;324;e614;
5c;338;327;ebb8;
5b;336;328;f160;
59;336;328;f704;
58;337;32b;fca8;
56;336;328;24c;
54;336;32f;79c;
53;337;32c;cec;
51;335;32d;123c;
4f;336;32f;17e4;
4e;338;32f;1d88;
4d;337;332;232c;
4b;337;331;28d0;
49;334;333;2e78;
47;336;334;3420;
45;335;333;39c0;
45;338;337;3f64;
43;336;33a;450c;
41;337;338;4ab0;
40;335;33b;5054;
3f;335;33c;55f8;
3d;336;33b;5b9c;
3c;334;33d;6144;
3b;335;33d;66e8;
39;336;33d;6c8c;
37;338;340;7234;
36;335;340;77d8;
34;337;341;7d7c;
34;336;342;8320;
33;336;346;88c8;
30;336;341;8e6c;
30;335;345;9418;
2f;334;344;99b4;
2e;337;346;9f5c;
2b;334;346;a500;
2b;333;346;aaa4;
2a;335;344;b048;
2a;335;346;b5f0;
28;337;348;bb94;
27;337;349;c138;
26;335;349;c6dc;
25;336;348;cc80;
24;339;34d;d228;
23;336;34b;d7cc;
23;335;34f;dd70;
23;335;34d;e318;
21;334;34e;e8bc;
21;335;34e;ee60;
1f;338;34e;f40c;
1e;335;34e;f9a8;
1f;333;34e;ff50;
1e;335;351;4f4;
1e;335;34f;a44;
1d;335;351;f94;
1c;335;34f;14e4;
1c;338;355;1a88;
1c;335;352;2030;
1a;33a;351;25d4;
1a;338;353;2b78;
1a;337;355;311c;
19;337;354;36c4;
19;333;353;3c68;
1a;335;356;420c;
1a;336;354;47b0;
19;335;355;4d54;
19;335;358;52fc;
19;338;358;58a0;
19;338;35a;5e44;
19;336;35a;63e8;
18;336;358;6990;
17;339;35b;6f34;
1a;335;35c;74d8;
18;337;35d;7a7c;
19;334;35b;8024;
19;331;35c;85c8;
19;336;35b;8b6c;
1a;339;35a;9110;
1a;337;35c;96b8;
1a;335;359;9c5c;
1b;338;35b;a200;
1c;335;35a;a7a8;
1b;336;35b;ad4c;
1c;336;35b;b2f0;
1c;335;35c;b894;
1c;336;35c;be3c;
1d;339;35c;c3e0;
1e;335;35c;c984;
1e;337;35c;cf28;
1f;338;35d;d4d0;
20;334;35c;da74;
1f;338;35b;e020;
21;335;35b;e5bc;
21;337;359;eb64;
22;337;35c;f108;
23;336;360;f6ac;
24;333;35c;fc50;
25;337;35d;1f8;
26;335;35d;748;
26;338;35d;c94;
27;335;35d;11e8;
28;336;35c;178c;
2a;333;35c;1d30;
2b;337;35d;22d4;
2b;338;35b;287c;
2c;336;35c;2e20;
2d;337;35c;33c4;
2f;338;35f;3968;
30;336;35c;3f0c;
31;338;35d;44b4;
32;337;35b;4a58;
34;339;35a;4ffc;
35;335;35f;55a0;
36;337;35e;5b48;
38;336;35c;60ec;
38;338;35e;6690;
39;337;35b;6c38;
3c;335;35d;71dc;
3d;337;35d;7780;
3e;336;35d;7d24;
40;336;35d;82cc;
41;338;35d;8870;
43;338;35d;8e14;
45;337;35d;93b8;
46;339;35c;9960;
47;335;35c;9f04;
49;336;35e;a4a8;
4a;337;35b;aa4c;
4c;333;35f;aff4;
4e;334;35b;b598;
4f;337;359;bb3c;
51;338;35f;c0e0;
52;335;35d;c684;
54;337;35b;cc2c;
56;338;35d;d1d0;
58;335;35d;d774;
59;336;35d;dd18;
5b;336;35d;e2c0;
5d;337;35c;e864;
5f;335;35f;ee08;
60;336;35c;f3b0;
63;337;35e;f954;
64;337;35d;fef8;
66;337;35b;49c;
68;339;35c;9ec;
6a;337;35b;f3c;
6b;339;35d;148c;
6d;337;359;1a30;
6f;33a;359;1fd8;
71;33a;359;257c;
72;337;358;2b20;
74;338;355;30c4;
76;335;355;366c;
77;337;354;3c18;
79;338;354;41b4;
7b;338;352;475c;
7e;336;352;4d00;
80;338;351;52a4;
81;336;34f;5848;
83;335;350;5df0;
84;338;352;6394;
86;338;350;6938;
88;336;34e;6edc;
8a;337;34e;7484;
8b;335;34e;7a28;
8e;335;34c;7fcc;
90;335;34c;8570;
92;33a;34d;8b18;
94;339;34b;90bc;
95;335;349;9660;
97;337;348;9c0c;
98;335;347;a1ac;
9a;337;348;a750;
9c;335;347;acf4;
9f;338;345;b298;
a0;338;343;b840;
a2;336;344;bde4;
a3;335;341;c388;
a6;337;33f;c92c;
a7;338;341;ced4;
a9;336;341;d478;
ab;337;33e;da1c;
ab;336;33d;dfc0;
ae;337;33c;e568;
b0;339;339;eb0c;
b1;338;33b;f0b0;
b3;336;339;f654;
b3;337;337;fbfc;
b6;338;339;1a0;
b7;336;336;6f0;
b9;337;339;c40;
ba;336;339;1190;
bb;335;334;1734;
bd;337;334;1cd8;
bd;335;333;2280;
c1;336;332;2824;
c2;339;333;2dc8;
c3;336;332;336c;
c3;335;32e;3914;
c5;338;32d;3eb8;
c7;338;32e;445c;
c9;335;32d;4a00;
ca;337;32c;4fa8;
cb;336;32a;554c;
cb;336;32a;5af0;
cd;337;329;6094;
cf;337;329;663c;
cf;338;329;6be0;
d1;338;325;7184;
d1;338;323;7728;
d3;335;323;7cd0;
d4;33a;323;8274;
d5;335;326;8820;
d7;338;326;8dbc;
d7;338;326;9360;
d8;338;325;9908;
d8;337;322;9eac;
d9;33a;323;a450;
da;336;31f;a9f8;
db;336;31e;af9c;
dc;337;31e;b540;
dc;336;31d;bae4;
dd;338;31c;c08c;
df;338;31d;c630;
de;337;31b;cbd4;
e0;339;31a;d178;
e1;337;319;d720;
e0;337;319;dcc4;
e0;337;319;e268;
e2;338;318;e814;
e1;337;317;edb4;
e2;338;316;f358;
e4;337;316;f8fc;
e3;338;315;fea0;
e4;339;316;448;
e4;338;317;998;
e4;337;312;ee8;
e5;338;314;1434;
e5;339;311;19dc;
e5;338;311;1f80;
e4;337;311;2524;
e5;338;312;2ac8;
e4;338;314;3070;
e6;335;30f;3614;
e6;337;310;3bb8;
e5;33a;310;4160;
e5;339;313;4704;
e5;337;310;4ca8;
e5;338;311;524c;
e3;339;312;57f4;
e4;338;310;5d98;
e5;338;310;633c;
e3;339;311;68e0;
e4;338;30f;6e84;
e4;339;30d;742c;
e4;337;30f;79d0;
e3;33a;30f;7f74;
e3;338;310;851c;
e2;337;30f;8ac0;
e2;337;30e;9064;
e1;338;30d;9608;
e1;338;310;9bb0;
df;337;30f;a154;
de;338;30f;a6f8;
de;337;30f;ac9c;
dc;338;30d;b244;
db;338;311;b7e8;
dc;337;30f;bd8c;
dc;338;30d;c330;
db;337;310;c8d4;
db;338;310;ce7c;
d9;335;311;d420;
d8;338;312;d9c4;
d8;335;30e;df6c;
d6;336;310;e510;
d6;338;311;eab4;
d4;33a;30f;f058;
d3;338;30f;f600;
d2;338;30f;fba4;
d1;335;313;148;
d0;338;30f;698;
cf;337;310;be8;
cf;336;30f;1138;
cc;337;30d;16dc;
cc;339;30f;1c84;
c9;336;30f;2228;
c9;336;30c;27cc;
c7;337;30d;2d70;
c5;337;310;3318;
c4;336;30d;38bc;
c2;335;311;3e60;
c3;337;30d;440c;
c0;337;30f;49a8;
be;336;30f;4f50;
be;333;30d;54f4;
bc;338;30f;5a98;
bb;337;311;603c;
b9;336;30e;65e4;
b7;338;310;6b88;
b6;337;30f;712c;
b5;337;30e;76d0;
b4;338;30f;7c78;
b2;337;30c;821c;
af;337;310;87c0;
af;339;310;8d64;
ad;337;310;930c;
ab;338;310;98b0;
aa;337;30c;9e54;
a8;339;30f;a3fc;
a5;333;30e;a9a0;
a3;335;30f;af44;
a1;336;30e;b4e8;
a1;334;312;ba90;
9f;336;30e;c034;
9c;336;30e;c5d8;
9b;335;30f;cb7c;
98;337;30e;d124;
98;338;312;d6c8;
96;335;310;dc6c;
95;335;310;e210;
91;336;310;e7b8;
90;336;310;ed5c;
8e;338;311;f300;
8d;337;310;f8a4;
8b;336;30f;fe4c;
89;338;314;3f0;
88;337;312;940;
86;338;315;e90;
84;337;312;13e0;
82;335;316;1984;
80;337;316;1f28;
7e;338;311;24d0;
7d;338;316;2a74;
7b;336;318;3020;
79;339;316;35bc;
77;338;316;3b64;
75;335;317;4108;
73;336;317;46ac;
71;337;319;4c50;
70;336;31a;51f8;
6e;335;318;579c;
6c;336;31a;5d40;
6b;338;31d;62e4;
68;336;31d;6888;
66;336;31e;6e30;
65;338;322;73d4;
62;33a;324;7978;
60;335;323;7f20;
60;335;324;84c4;
5e;337;323;8a68;
5c;338;327;9014;
5a;335;329;95b0;
58;335;325;9b58;
56;338;32b;a0fc;
54;339;32b;a6a0;
53;337;32b;ac44;
52;335;32d;b1ec;
50;333;32e;b790;
4e;338;331;bd34;
4c;338;332;c2dc;
4b;335;333;c880;
49;338;333;ce24;
48;337;334;d3c8;
47;335;338;d970;
45;334;336;df14;
43;338;338;e4b8;
42;335;337;ea5c;
40;337;339;f008;
3f;338;339;f5a8;
3e;337;33a;fb4c;
3c;337;33d;f0;
3a;336;33b;5ec;
3a;333;33d;b3c;
37;336;341;108c;
37;335;340;1630;
35;336;33f;1bd4;
35;334;345;217c;
34;337;33f;2720;
32;335;343;2cc4;
30;334;344;3268;
2f;337;342;3814;
2f;337;341;3db4;
2c;337;346;4358;
2c;335;346;48fc;
2b;336;345;4ea4;
29;336;347;5448;
28;333;346;59ec;
28;333;348;5f94;
27;338;349;6538;
25;337;34b;6adc;
24;339;348;7080;
24;338;34b;7628;
24;333;34c;7bcc;
23;337;348;8170;
22;338;34b;8714;
21;335;34d;8cb8;
21;335;34b;9260;
1f;336;34e;980c;
20;333;34f;9da8;
1f;337;34f;a350;
1e;335;351;a8f4;
1e;338;352;ae98;
1c;33a;351;b43c;
1c;338;352;b9e4;
1c;335;34f;bf88;
1b;335;351;c52c;
1b;338;353;cad0;
1a;336;354;d078;
1a;336;353;d61c;
19;335;356;dbc0;
1a;335;357;e164;
19;338;356;e708;
19;338;357;ecb0;
18;335;357;f254;
19;337;354;f7f8;
18;336;357;fda0;
19;337;35a;344;
19;335;35a;894;
18;338;359;de4;
19;336;356;1334;
18;336;35a;18d8;
18;336;35a;1e7c;
19;337;35b;2420;
19;336;357;29c8;
19;335;35d;2f6c;
1a;335;35b;3510;
1a;337;35b;3ab8;
1a;334;35b;405c;
1a;337;35c;4600;
1b;335;35b;4ba4;
1b;338;35e;514c;
1c;335;35b;56f0;
1d;338;35b;5c94;
1c;336;35c;6238;
1e;334;35f;67e0;
1d;336;359;6d84;
1e;336;35c;7328;
20;336;35c;78cc;
1f;336;35c;7e70;
20;337;35c;841c;
21;335;35c;89bc;
22;33a;35c;8f60;
23;335;35b;9508;
24;336;35c;9aac;
25;337;35c;a050;
24;338;35b;a5f4;
26;336;35b;ab9c;
27;336;35c;b140;
27;336;35e;b6e4;
29;333;35c;bc88;
2a;339;35d;c230;
2b;338;35b;c7d4;
2c;335;35c;cd78;
