9328;348;9b60;
9d;315;337;73e8;
9d;316;335;798c;
9f;311;336;7f30;
a1;316;333;84d8;
a4;313;334;8a7c;
a4;314;334;9020;
a7;311;331;95c4;
a8;312;32e;9b6c;
aa;316;332;a110;
ac;312;32f;a6b4;
ae;315;32e;ac58;
af;312;32e;b200;
b1;311;32c;b7a4;
b2;313;329;bd48;
b4;313;329;c2ec;
b5;312;32b;c894;
b7;314;329;ce38;
b9;312;32b;d3dc;
ba;311;327;d980;
bb;310;328;df28;
bc;30f;327;e4cc;
bf;30e;327;ea70;
c0;30f;326;f01c;
c1;30d;326;f5bc;
c3;30e;321;fb60;
c4;30f;323;104;
c5;30b;324;654;
c7;30c;321;ba4;
c7;30c;320;10f4;
c8;30d;31f;1698;
ca;30b;31f;1c40;
cb;30c;31d;21e4;
cd;30e;31d;2788;
ce;30b;31d;2d2c;
cf;30d;31c;32d4;
cf;30b;31b;3878;
d2;30a;31c;3e1c;
d2;30a;31b;43c0;
d3;30b;31a;4968;
d5;309;31c;4f0c;
d6;30a;317;54b0;
d6;306;319;5a54;
d7;306;317;5ffc;
d8;309;31b;65a0;
da;307;313;6b44;
d9;306;316;70e8;
db;306;315;7690;
dc;300;313;7c34;
dd;301;313;81d8;
de;301;312;877c;
dd;300;311;8d24;
df;2fd;311;92c8;
e0;2fd;310;986c;
e0;2fc;30f;9e10;
e0;2f9;30e;a3b8;
e2;2fe;30d;a95c;
e2;2fa;30e;af00;
e2;2fb;30d;b4a4;
e2;2f9;30e;ba4c;
e3;2fc;30b;bff0;
e3;2fa;30f;c594;
e3;2f8;30b;cb38;
e3;2fb;30c;d0e0;
e5;2f9;30c;d684;
e4;2fa;30a;dc28;
e4;2f9;30c;e1cc;
e4;2f9;30c;e774;
e4;2fa;30a;ed18;
e6;2fc;30d;f2bc;
e5;2f7;30a;f860;
e5;2fa;30b;fe08;
e6;2fd;30c;3ac;
e5;2fb;309;8fc;
e6;2f8;30a;e4c;
e4;2fa;30b;139c;
e4;2fa;30a;1940;
e5;2f7;307;1ee4;
e3;2f9;309;248c;
e4;2f8;30b;2a30;
e3;2fd;30b;2fd4;
e4;2f9;30c;3578;
e3;2fd;307;3b20;
e3;2f8;30b;40c4;
e1;2f9;308;4668;
e2;2f9;30a;4c14;
e2;2fa;307;51b4;
e1;2fa;30a;5758;
e0;2f9;30a;5cfc;
e0;2fb;30b;62a0;
e0;2fb;30b;6848;
e0;2fb;30b;6dec;
df;2fb;30c;7390;
dd;2fc;30c;7934;
dd;2fa;309;7edc;
dc;2fd;309;8480;
da;2fc;309;8a24;
db;2f9;30b;8fc8;
da;2fb;30c;9570;
d9;2fa;30a;9b14;
d8;2f8;30b;a0b8;
d8;2fc;309;a65c;
d6;2fb;30b;ac08;
d6;2fc;30b;b1a8;
d4;2fa;309;b74c;
d2;2fb;30c;bcf0;
d3;2fb;30b;c298;
d2;2fb;306;c83c;
d0;2fc;30a;cde0;
cf;2fb;30b;d384;
cd;2fc;308;d92c;
cc;2fa;30b;ded0;
cc;2fd;30a;e474;
ca;2fe;309;ea18;
c8;2fb;30b;efc0;
c7;2fb;30c;f564;
c6;2fb;30b;fb08;
c4;2fb;30b;ac;
c3;2fe;308;5a8;
c2;2fc;30a;af8;
c1;2f8;30a;1048;
bf;2fa;309;15ec;
be;2fb;30b;1b94;
bc;2fa;30a;2138;
bb;2fb;309;26dc;
b9;2fb;307;2c80;
b8;2fa;30a;3228;
b7;2fc;30a;37cc;
b5;2fe;30b;3d70;
b4;2f8;30b;4314;
b2;2fa;30a;48bc;
b0;2fc;308;4e60;
ae;2fc;30a;540c;
ad;2f9;30d;59a8;
aa;2fc;309;5f50;
aa;2fb;30b;64f4;
a8;2fa;30c;6a98;
a6;2fb;30b;703c;
a5;2fa;309;75e4;
a3;2fe;30c;7b88;
a1;2f9;309;812c;
9f;2fb;30e;86d0;
9d;2fc;309;8c78;
9c;2fc;30b;921c;
99;2f8;307;97c0;
99;2fc;309;9d64;
96;2fd;30a;a30c;
95;2fb;30b;a8b0;
92;2fb;307;ae54;
90;2fa;309;b3f8;
8f;2f9;30a;b9a0;
8d;2fc;307;bf44;
8b;2fd;30b;c4e8;
89;2fb;30a;ca8c;
87;2fa;30b;d034;
86;2fa;308;d5d8;
84;2fa;30b;db7c;
82;2fd;30c;e120;
80;2fc;308;e6c8;
7e;2fb;30c;ec6c;
7c;2f7;309;f210;
7b;2fb;30b;f7b4;
79;2fb;30a;fd5c;
77;2fe;30a;300;
75;2fb;30c;850;
74;2fd;30b;da0;
72;2fd;307;12f0;
70;2fd;30d;1894;
6f;2fd;30c;1e38;
6d;2fd;30e;23e0;
6a;2fa;310;2984;
69;2fb;30e;2f28;
67;2fd;30f;34cc;
65;300;312;3a74;
63;2ff;30e;4020;
62;302;311;45bc;
60;303;314;4b60;
5e;305;316;5108;
5c;305;314;56ac;
5b;308;31a;5c50;
59;303;316;61f4;
56;30a;315;679c;
55;30c;31b;6d40;
54;309;31a;72e4;
52;30a;31d;7888;
50;30d;31e;7e30;
4f;30e;320;83d4;
4e;311;31f;8978;
4b;310;321;8f1c;
4a;312;322;94c4;
49;311;325;9a68;
47;312;326;a014;
45;313;325;a5b0;
44;315;327;ab58;
41;315;32b;b0fc;
41;319;329;b6a0;
40;317;32c;bc44;
3d;316;32f;c1ec;
3c;318;32c;c790;
3b;31c;330;cd34;
3a;31a;331;d2d8;
39;315;332;d880;
37;31b;32f;de24;
35;318;331;e3c8;
35;31b;331;e96c;
33;31b;335;ef14;
33;31c;333;f4b8;
31;319;336;fa5c;
30;31c;337;8;
2f;31e;33d;4a8;
2d;31b;337;9f8;
2d;319;33a;f48;
2b;31d;33b;1498;
2a;31c;33d;1a3c;
29;31e;33c;1fe0;
28;31d;33e;2588;
28;31d;33b;2b2c;
27;31e;340;30d0;
24;321;341;3674;
25;320;341;3c20;
23;322;340;41c0;
22;324;343;4764;
22;325;344;4d08;
21;325;344;52b0;
21;325;348;5854;
20;326;347;5df8;
20;328;348;639c;
1e;328;347;6944;
1e;328;34c;6ee8;
1d;329;349;748c;
1c;32a;348;7a30;
1d;329;34a;7fd8;
1b;32c;34a;857c;
1b;327;34c;8b20;
1c;328;34c;90c4;
1b;32c;34b;966c;
1a;32b;34c;9c14;
1a;32d;34e;a1b4;
1a;327;34d;a758;
19;32c;350;ad00;
1a;32b;34f;b2a4;
19;32b;34f;b848;
19;32c;351;bdec;
19;32a;34f;c394;
19;32a;350;c938;
19;32c;352;cedc;
19;32c;354;d480;
18;32d;352;da28;
19;32d;350;dfcc;
1a;329;355;e570;
19;32c;352;eb14;
19;32c;357;f0bc;
1a;32b;356;f660;
1a;32c;356;fc0c;
1a;32e;353;1a8;
1b;32b;355;6f8;
1b;32c;356;c48;
1b;32e;352;1198;
1c;32b;358;1740;
1c;32c;353;1ce4;
1c;32d;356;2288;
1e;328;358;282c;
1d;32c;353;2dd4;
1e;32d;357;3378;
1e;32d;357;391c;
1f;32d;357;3ec0;
20;32d;357;4468;
20;32a;356;4a0c;
22;32c;358;4fb0;
21;32b;356;5554;
24;32c;358;5afc;
24;32f;356;60a0;
23;32f;357;6644;
25;329;359;6be8;
26;32b;356;7190;
26;32b;356;7734;
28;32d;356;7cd8;
29;32d;358;827c;
2a;32c;356;8824;
2b;32b;358;8dc8;
2d;32d;359;936c;
2d;32b;355;9910;
2f;32d;358;9eb8;
2f;32b;357;a45c;
30;32b;35b;aa00;
32;329;355;afa4;
32;32c;357;b54c;
33;32c;357;baf0;
35;32a;356;c094;
36;329;358;c638;
37;32d;357;cbe0;
3a;329;354;d184;
3a;32b;356;d728;
3d;32e;357;dccc;
3e;32d;355;e274;
3f;32b;353;e81c;
41;32c;353;edbc;
42;329;358;f360;
43;32a;355;f908;
45;32c;358;feac;
47;32b;354;450;
47;32c;356;9a0;
49;32b;357;ef0;
4b;32b;354;1440;
4d;32b;355;19e4;
4e;32b;354;1f8c;
50;32b;354;2530;
52;32c;352;2ad4;
53;32b;353;3078;
54;329;354;3620;
56;32c;353;3bc4;
58;32b;34f;4168;
5a;329;352;470c;
5b;32a;350;4cb4;
5d;32a;34f;5258;
5f;326;34d;57fc;
61;324;352;5da0;
63;324;350;6348;
65;326;34e;68ec;
66;327;34f;6e90;
68;324;34e;7434;
6a;324;34e;79dc;
6c;323;34d;7f80;
6d;322;351;8524;
70;322;34c;8ac8;
71;322;349;9070;
73;321;34b;9614;
76;31f;348;9bb8;
77;322;345;a15c;
78;320;347;a704;
7a;320;347;aca8;
7c;321;347;b24c;
7d;31f;342;b7f0;
80;31f;344;bd98;
82;322;345;c33c;
82;320;345;c8e0;
85;31c;341;ce84;
87;31e;340;d42c;
89;31e;340;d9d0;
8b;31b;33d;df74;
8d;31e;340;e518;
8f;319;33e;eac0;
90;31a;33d;f064;
93;31a;33c;f608;
94;31a;33d;fbac;
96;317;33c;154;
98;318;33d;6a4;
99;317;33a;bf4;
9b;313;339;1144;
9c;316;337;16e8;
9f;316;337;1c8c;
a1;312;337;2230;
a2;315;335;27d8;
a3;314;334;2d7c;
a6;313;332;3320;
a8;315;332;38c4;
a9;312;331;3e6c;
aa;318;32d;4414;
ad;315;330;49b4;
ad;314;32b;4f58;
b0;312;32e;5500;
b2;312;32b;5aa4;
b2;30f;32b;6048;
b4;311;32b;65ec;
b6;312;32b;6b94;
b7;311;32a;7138;
b9;311;32a;76dc;
bb;310;327;7c80;
bc;30f;327;8228;
be;310;325;87cc;
bf;30f;326;8d70;
c0;310;326;9314;
c2;311;324;98bc;
c4;30e;326;9e60;
c5;30b;323;a40c;
c5;30b;322;a9a8;
c8;310;323;af50;
c9;30e;320;b4f4;
ca;30b;31f;ba98;
cb;30c;31d;c03c;
cd;30d;31e;c5e4;
cd;30c;31d;cb88;
cf;30c;31b;d12c;
cf;30a;319;d6d0;
d0;309;31c;dc78;
d3;309;317;e21c;
d2;30c;317;e7c0;
d3;308;319;ed64;
d4;309;318;f30c;
d6;308;318;f8b0;
d7;306;318;fe54;
d8;307;316;3f8;
d9;305;314;948;
d9;304;314;e98;
da;304;315;13e8;
db;304;318;1990;
dc;300;311;1f34;
dd;304;316;24d8;
dc;2fe;313;2a7c;
de;2fd;311;3024;
df;2fc;311;35c8;
df;2fc;310;3b6c;
e1;2fb;310;4110;
e0;2fc;310;46b8;
e2;2fd;311;4c5c;
e2;2fa;30d;5200;
e2;2fc;311;57a4;
e3;2fb;30e;5d4c;
e3;2f9;30f;62f0;
e4;2fb;30c;6894;
e4;2fa;30c;6e38;
e4;2fa;30c;73e0;
e4;2fe;30d;7984;
e3;2fb;30c;7f28;
e5;2fb;30b;84cc;
e4;2fb;30b;8a74;
e5;2fd;307;901c;
e5;2f8;30a;95bc;
e5;2fc;309;9b60;
e5;2fc;309;a108;
e6;2fb;30b;a6ac;
e4;2fc;30b;ac50;
e4;2fb;309;b1f4;
e5;2fc;30c;b79c;
e5;2fb;307;bd40;
e4;2fb;309;c2e4;
e4;2f6;307;c888;
e4;2fb;307;ce30;
e4;2fc;307;d3d4;
e4;2fc;309;d978;
e3;2fa;30d;df1c;
e3;2fb;30d;e4c4;
e3;2fa;308;ea68;
e2;2fc;30c;f014;
e1;2f9;30a;f5b0;
e1;2f7;30d;fb58;
e0;2fb;305;fc;
e1;2fa;309;5f8;
e0;2fb;30a;b48;
de;2fa;30b;1098;
de;2f9;308;163c;
de;2fc;308;1be0;
dd;2fa;30b;2184;
dc;2fb;309;272c;
db;2fc;30c;2cd0;
da;2fd;309;3274;
da;2fe;30a;3820;
d9;2fc;30b;3dc0;
d7;2fb;309;4364;
d8;2f9;309;4908;
d5;2fa;309;4eac;
d4;2fb;30c;5454;
d4;2f9;30a;59f8;
d4;2fa;309;5f9c;
d1;2fc;30a;6540;
d1;2fa;309;6ae8;
d0;2fc;309;708c;
cd;2fd;30a;7630;
ce;2fb;30b;7bd4;
cc;2fd;309;817c;
cb;2fb;30b;8720;
ca;2fb;307;8cc4;
c9;2fe;30c;9268;
c8;2fc;30a;9814;
c5;2fb;308;9db4;
c5;2f9;308;a358;
c3;2f9;30b;a8fc;
c2;2f8;309;aea4;
c1;2fc;309;b448;
bf;2fc;30a;b9ec;
be;2fa;308;bf90;
bb;2fa;308;c538;
b9;2fc;309;cadc;
b8;2fc;30b;d080;
b7;2fb;309;d624;
b5;2fa;307;dbcc;
b4;2fa;30c;e170;
b2;2fa;308;e714;
b1;2fe;307;ecb8;
b0;2fb;308;f260;
ae;2fc;309;f808;
ab;2fc;30a;fda8;
aa;2f9;309;34c;
a9;2fc;30b;89c;
a7;2fc;309;dec;
a6;2fb;30a;133c;
a2;2f9;30a;18e4;
a2;2fc;309;1e88;
a1;2f8;30b;242c;
9f;2fb;309;29d0;
9d;2fc;30d;2f78;
9b;2fb;30b;351c;
9a;2fd;309;3ac0;
97;2fb;309;4064;
96;2fb;30a;460c;
94;2fa;309;4bb0;
92;2fa;309;5154;
90;2f9;30b;56f8;
8f;2f9;309;5ca0;
8c;2fa;30b;6244;
8b;2f9;308;67e8;
88;2fb;307;6d8c;
87;2f9;309;7334;
85;2f9;30a;78d8;
83;300;30b;7e7c;
81;2fc;308;8420;
7f;2fc;30c;89c8;
7d;2fd;30b;8f6c;
7b;2fc;30b;9510;
7a;2fa;308;9ab4;
78;2fe;309;a05c;
76;2fe;30a;a600;
75;2fc;30c;aba4;
73;2fe;30c;b148;
71;2fc;30a;b6f0;
6f;2ff;30b;bc94;
6d;2fb;30e;c238;
6c;2fd;30d;c7dc;
69;2fc;30e;cd84;
67;300;30f;d328;
65;300;311;d8cc;
65;301;310;de70;
61;2ff;313;e41c;
61;304;311;e9bc;
5f;303;315;ef60;
5d;302;311;f504;
5b;304;317;faac;
5a;305;315;50;
58;306;317;54c;
57;307;31c;a9c;
55;30a;31b;fec;
54;30b;31b;153c;
52;30e;31b;1ae0;
50;30b;31d;2084;
4e;30d;31d;2628;
4c;30f;31f;2bd0;
4b;311;322;3174;
4a;313;324;3718;
49;313;325;3cbc;
47;313;327;4264;
45;316;326;480c;
43;316;327;4dac;
42;316;328;5350;
40;315;32b;58f8;
3f;31a;329;5e9c;
3d;31c;330;6440;
3d;319;32e;69e4;
3b;31c;32b;6f8c;
39;318;330;7530;
38;319;334;7ad4;
37;319;331;8078;
35;31a;332;8620;
35;319;333;8bc4;
33;318;333;9168;
31;31d;336;970c;
30;319;336;9cb4;
2f;31a;339;a258;
2e;31b;33a;a7fc;
2d;31b;33c;ada0;
2c;31c;33a;b348;
2a;319;33a;b8ec;
2b;31b;33c;be90;
29;31e;33d;c434;
28;31d;33e;c9dc;
27;31d;33e;cf80;
26;320;33f;d524;
25;320;33f;dac8;
24;31d;342;e070;
22;322;33d;e614;
21;323;344;ebb8;
22;321;344;f15c;
21;328;344;f704;
21;326;345;fca8;
20;325;346;24c;
1f;328;346;79c;
1e;32a;346;cec;
1e;328;348;123c;
1d;329;349;17e0;
1d;328;34a;1d88;
1c;329;34c;232c;
1c;327;34c;28d0;
1a;32b;34b;2e74;
1c;32c;34d;3420;
1b;32c;34a;39c0;
1a;32c;350;3f64;
1a;327;34f;4508;
19;32b;34e;4ab0;
19;32c;34d;5054;
1a;329;351;55f8;
19;32b;351;5b9c;
19;32c;353;6144;
18;32c;34e;66e8;
19;32b;351;6c8c;
19;32f;353;7230;
19;32b;34f;77d8;
19;32e;351;7d7c;
19;327;352;8320;
1a;32b;353;88c4;
19;32c;353;8e6c;
1a;329;353;9414;
1a;32d;356;99b4;
1a;32c;355;9f58;
1b;32c;355;a500;
1b;329;356;aaa4;
1c;32c;353;b048;
1b;32c;356;b5ec;
1c;32b;355;bb94;
1c;330;352;c138;
1c;32c;356;c6dc;
1d;329;357;cc80;
1e;32c;355;d228;
1e;32b;357;d7cc;
1f;32b;358;dd70;
20;32c;356;e314;
20;32b;358;e8bc;
22;329;356;ee60;
21;32b;355;f40c;
22;32b;357;f9a8;
24;32b;357;ff50;
23;32c;358;4f4;
25;32b;358;a44;
25;32b;355;f94;
26;32a;358;14e4;
27;32a;357;1a88;
28;32b;357;202c;
29;32c;356;25d4;
2a;32a;357;2b78;
2b;32a;35a;311c;
2d;32b;358;36c0;
2d;329;35b;3c68;
2f;32f;356;420c;
30;32b;356;47b0;
30;32d;357;4d54;
31;32a;356;52fc;
34;32d;35b;58a0;
35;32d;357;5e44;
36;32b;356;63e8;
38;32b;355;6990;
38;32c;357;6f34;
3b;32b;358;74d8;
3c;32d;356;7a7c;
3d;32e;357;8024;
3f;32d;358;85c8;
3f;32c;356;8b6c;
41;32b;357;9110;
43;32b;356;96b8;
44;32c;354;9c5c;
46;32d;356;a200;
48;329;355;a7a4;
49;32c;354;ad4c;
49;32d;355;b2f0;
4c;32d;354;b894;
4e;32b;353;be38;
4f;32d;354;c3e0;
51;32b;356;c984;
53;32c;351;cf28;
54;32a;352;d4cc;
56;32a;354;da74;
57;32a;351;e020;
59;327;350;e5bc;
5c;328;352;eb60;
5d;327;351;f108;
5f;328;351;f6ac;
60;328;352;fc50;
62;329;350;1f4;
64;323;34e;744;
65;326;34e;c94;
67;323;34b;11e4;
69;321;34c;178c;
6b;322;34e;1d30;
6d;324;34b;22d4;
6f;324;34a;2878;
71;31f;34a;2e20;
72;322;349;33c4;
73;320;34d;3968;
76;31f;349;3f0c;
78;320;348;44b4;
7a;31e;348;4a58;
7c;320;348;4ffc;
7d;322;346;55a0;
7f;31f;343;5b48;
80;31f;342;60ec;
83;31e;344;6690;
85;31e;343;6c34;
86;320;344;71dc;
88;31b;340;7780;
8a;31d;344;7d24;
8c;31d;33f;82c8;
8e;31c;33f;8870;
8f;31a;33d;8e14;
92;319;33d;93b8;
93;31a;33b;995c;
95;31c;33c;9f04;
96;316;33a;a4a8;
99;318;339;aa4c;
9a;318;336;aff0;
9c;316;33a;b598;
9e;315;334;bb3c;
a0;312;337;c0e0;
a1;316;336;c684;
a3;313;337;cc2c;
a5;313;336;d1d0;
a6;311;32f;d774;
a8;313;331;dd18;
a9;312;330;e2c0;
ab;311;330;e864;
ae;310;32c;ee08;
ae;313;32e;f3ac;
b0;30e;32f;f954;
b3;313;330;fef8;
b4;310;32d;49c;
b6;313;32b;9ec;
b7;311;32b;f3c;
b8;312;32b;148c;
ba;310;32a;1a30;
bc;313;327;1fd8;
bc;310;328;257c;
be;30f;325;2b20;
c0;311;326;30c4;
c1;30d;322;366c;
c2;310;321;3c14;
c4;30f;321;41b4;
c5;30e;322;4758;
c7;30c;325;4d00;
c8;30e;31f;52a4;
c9;30e;322;5848;
cb;30b;320;5dec;
cc;30c;31d;6394;
cd;30e;31d;6938;
ce;30b;31e;6edc;
cf;30b;31c;7480;
cf;30a;318;7a28;
d2;308;31b;7fcc;
d2;309;31d;8570;
d4;30a;31c;8b14;
d5;305;319;90bc;
d6;307;319;9660;
d6;305;318;9c0c;
d7;302;317;a1a8;
d8;307;317;a750;
d9;303;315;acf4;
db;301;315;b298;
db;302;314;b83c;
dc;301;314;bde4;
dd;301;313;c388;
dd;2ff;312;c92c;
dd;2fe;312;ced0;
de;2fb;311;d478;
e0;2ff;311;da1c;
e0;2fc;30f;dfc0;
e1;2fa;311;e564;
e1;2fb;30f;eb0c;
e1;2fa;30e;f0b0;
e2;2f9;30f;f654;
e2;2fb;30d;fbf8;
e3;2fa;30d;1a0;
e4;2f9;30c;6f0;
e4;2f9;30d;c40;
e3;2fc;30d;1190;
e4;2fa;30c;1734;
e4;2fb;309;1cd8;
e5;2fc;30c;227c;
e4;2f6;30b;2824;
e4;2fb;30b;2dc8;
e4;2fa;30d;336c;
e5;2fa;30a;3910;
e4;2fc;30b;3eb8;
e5;2fb;30a;445c;
e5;2fd;30c;4a00;
e5;2fc;309;4fa4;
e4;2fc;307;554c;
e4;2f9;30b;5af0;
e4;2fc;309;6094;
e4;2fc;30b;6638;
e5;2fa;308;6be0;
e4;2fc;30a;7184;
e4;2f8;30b;7728;
e3;2fb;30a;7ccc;
e3;2fd;30c;8274;
e2;2fc;30b;881c;
e2;2fa;30b;8dbc;
e2;2fc;30b;9360;
e2;2fb;30b;9908;
e1;2fb;30a;9eac;
e0;2fa;30a;a450;
e0;2fc;30a;a9f4;
df;2fb;309;af9c;
df;2fd;309;b540;
de;2fa;307;bae4;
dd;2f8;307;c088;
dc;2fa;309;c630;
db;2fb;30b;cbd4;
db;2f9;30b;d178;
da;2fb;309;d71c;
da;2fc;30b;dcc4;
d9;2f9;30a;e268;
d7;2fa;30a;e814;
d6;2fb;30b;edb0;
d6;2f9;30a;f358;
d4;2fb;307;f8fc;
d3;2fc;309;fea0;
d2;2f8;30a;444;
d1;2fb;309;994;
d1;2f9;307;ee4;
cf;2fa;30b;1434;
ce;2fd;309;19dc;
cd;2fb;30a;1f80;
cc;2fa;30a;2524;
ca;2fa;309;2ac8;
c8;2fd;30d;3070;
c7;2fa;30c;3614;
c7;2fa;309;3bb8;
c5;2fa;30b;415c;
c3;2f9;308;4704;
c3;2fa;30d;4ca8;
c1;2f9;308;524c;
c0;2f9;30a;57f0;
be;2f9;30b;5d98;
bc;2fc;309;633c;
bc;2f9;309;68e0;
ba;2fb;309;6e84;
b8;2fc;30b;742c;
b6;2f9;30c;79d0;
b5;2fc;309;7f74;
b3;2fc;30a;8518;
b2;2fb;30b;8ac0;
b1;2f9;30b;9064;
ae;2fb;30b;9608;
ae;2fa;307;9bac;
ab;2fa;30a;a154;
a9;2fb;30b;a6f8;
a8;2fb;30c;ac9c;
a6;2fa;30d;b240;
a4;2fc;30a;b7e8;
a3;2fb;309;bd8c;
a1;2fb;30b;c330;
9f;2fb;30b;c8d4;
9d;2fb;30a;ce7c;
9c;2fb;30a;d420;
9a;2fb;309;d9c4;
99;2fa;30c;df68;
97;2f9;30a;e510;
94;2fc;30b;eab4;
93;2f8;30b;f058;
91;2f9;309;f5fc;
8f;2fb;30d;fba4;
8d;2fb;30a;148;
8b;2fc;30b;698;
89;2fb;30c;be8;
88;2fd;30c;1138;
86;2fa;309;16dc;
84;2f9;30a;1c80;
83;2fb;30b;2228;
80;2fc;309;27cc;
7e;2fc;30b;2d70;
7d;2f9;30e;3314;
7a;2fe;30d;38bc;
78;2fb;30a;3e60;
77;2ff;308;440c;
75;2fe;30c;49a8;
73;2fa;30b;4f50;
71;2fc;30f;54f4;
70;2fb;30d;5a98;
6e;2fc;30d;603c;
6d;2fa;30f;65e4;
6b;300;30d;6b88;
69;2ff;30e;712c;
67;2fc;312;76d0;
64;302;30d;7c78;
63;2ff;310;821c;
62;300;313;87c0;
60;304;312;8d64;
5e;300;317;930c;
5d;303;315;98b0;
5a;306;314;9e54;
58;305;317;a3f8;
58;309;317;a9a0;
55;309;319;af44;
54;30c;319;b4e8;
52;30c;31e;ba8c;
4f;30c;31b;c034;
4f;30d;321;c5d8;
4d;30f;31f;cb7c;
4c;310;322;d120;
4a;314;322;d6c8;
49;313;324;dc6c;
47;313;324;e210;
45;314;327;e7b4;
44;317;328;ed5c;
43;31a;329;f300;
40;31a;32a;f8a4;
40;317;32e;fe48;
3e;316;32d;3f0;
3d;318;32d;940;
3b;31b;330;e90;
39;318;32d;13e0;
38;319;331;1984;
38;31b;334;1f28;
36;317;333;24cc;
35;31a;336;2a74;
34;31a;333;301c;
32;31a;335;35bc;
31;31d;335;3b60;
2f;319;337;4108;
2d;31c;338;46ac;
2d;31a;33b;4c50;
2d;31b;33c;51f4;
2a;31e;339;579c;
2a;31d;33c;5d40;
29;31e;33e;62e4;
29;31e;33f;6888;
27;31f;33f;6e30;
26;31d;343;73d4;
25;320;341;7978;
24;320;341;7f1c;
24;323;341;84c4;
23;323;341;8a68;
23;322;343;9014;
22;321;345;95b0;
21;324;346;9b58;
20;328;347;a0fc;
20;326;346;a6a0;
1e;326;349;ac44;
1e;328;349;b1ec;
1e;329;349;b790;
1c;329;349;bd34;
1b;32c;34a;c2d8;
1c;329;34a;c880;
1b;32a;349;ce24;
1a;328;34a;d3c8;
1c;32b;34a;d96c;
1a;32a;34d;df14;
1a;32c;34d;e4b8;
1a;32e;34e;ea5c;
19;32c;350;f008;
19;32c;34f;f5a8;
1a;329;34f;fb4c;
19;32d;354;f0;
19;32a;350;5ec;
19;32b;350;b3c;
18;32b;350;108c;
1a;32d;352;1630;
18;32c;352;1bd4;
19;32c;354;217c;
19;329;351;2720;
18;32c;354;2cc4;
19;32a;354;3268;
1a;32b;353;3814;
19;32c;352;3db4;
1a;32c;355;4358;
1a;32a;353;48fc;
1a;32e;354;4ea4;
1b;32b;354;5448;
1c;32b;356;59ec;
1d;32c;357;5f90;
1c;32c;355;6538;
1c;327;356;6adc;
1e;32b;357;7080;
1f;32b;357;7624;
1e;32a;356;7bcc;
1f;32e;354;8170;
21;32c;356;8714;
21;32a;35a;8cb8;
21;32b;358;9260;
22;329;358;9808;
23;32b;358;9da8;
24;32b;359;a34c;
23;32c;35b;a8f4;
26;32b;356;ae98;
26;32e;357;b43c;
26;32b;355;b9e0;
28;327;356;bf88;
29;32c;354;c52c;
2a;32c;356;cad0;
2c;32a;35a;d074;
2b;32c;357;d61c;
2d;32b;359;dbc0;
2f;329;358;e164;
2f;32b;358;e708;
31;32c;357;ecb0;
32;329;356;f254;
34;328;356;f7f8;
34;329;358;fd9c;
36;32a;358;344;
37;32c;357;894;
37;32e;358;de4;
39;32b;358;1334;
3b;32d;359;18d8;
3c;32c;356;1e7c;
3e;329;35c;2420;
3f;32e;354;29c8;
41;32b;359;2f6c;
42;32b;356;3510;
43;32d;357;3ab4;
44;32c;357;405c;
46;327;354;4600;
48;32c;354;4ba4;
49;329;356;5148;
4c;328;355;56f0;
4d;32c;353;5c94;
4e;32c;356;6238;
50;329;356;67dc;
51;32b;353;6d84;
53;32b;353;7328;
55;329;352;78cc;
57;32a;350;7e70;
59;32b;352;841c;
5b;328;351;89bc;
5c;329;351;8f60;
5d;328;350;9504;
60;328;352;9aac;
61;326;34e;a050;
63;32a;34f;a5f4;
65;323;34b;ab98;
66;326;34f;b140;
69;328;350;b6e4;
6a;323;34e;bc88;
6d;323;34b;c22c;
6d;31e;34b;c7d4;
70;320;34b;cd78;
72;322;34c;d31c;
74;322;348;d8c0;
76;31f;349;de68;
77;31e;346;e414;
78;320;348;e9b0;
7b;31f;349;ef54;
7d;31f;344;f4fc;
7f;320;343;faa0;
81;31f;343;44;
82;31f;345;540;
83;31e;343;a90;
85;320;344;fe0;
87;31e;341;1530;
89;31d;340;1ad4;
8b;31e;342;2078;
8d;31b;33e;2620;
8f;31d;33d;2bc4;
90;31f;33f;3168;
92;319;33b;370c;
94;31a;33c;3cb4;
94;317;33a;4258;
98;31a;33c;47fc;
99;317;338;4da0;
9b;314;337;5348;
9d;314;336;58ec;
9f;316;338;5e90;
a1;315;335;6434;
a2;313;336;69dc;
a4;312;335;6f80;
a5;313;333;7524;
a8;311;332;7ac8;
a9;310;330;8070;
aa;311;331;8614;
ad;310;32f;8bb8;
ae;313;331;915c;
b0;312;32d;9704;
b1;30f;32d;9ca8;
b2;311;32c;a24c;
b4;314;329;a7f0;
b6;314;32a;ad98;
b8;313;329;b33c;
b8;313;32a;b8e0;
bb;30f;328;be84;
bc;310;326;c42c;
bd;310;325;c9d0;
bf;30d;326;cf74;
c0;30c;327;d518;
c2;30f;327;dac0;
c3;30f;325;e064;
c5;30f;320;e608;
c6;30e;325;ebac;
c8;30d;322;f154;
c9;30c;31e;f6f8;
c9;30d;31f;fc9c;
cb;30a;31f;240;
cb;30d;31f;790;
cd;30d;31b;ce0;
cf;307;31c;1230;
cf;30d;31d;17d8;
d1;309;31c;1d7c;
d2;308;317;2320;
d3;309;31d;28c4;
d4;30a;31a;2e6c;
d5;30b;318;3418;
d6;309;317;39b4;
d6;306;316;3f58;
d7;305;315;4500;
